"","ID","Location","Attendance","Hours","Minutes","Game Date","Highlights","HOME TEAM","HOME SCORE","HOME TEAM LOSS","HOME TEAM WIn","HOME TEAM Series loss","HOME TEAM Series win","AWAY TEAM","AWAY SCORE","AWAY TEAM LOSS","AWAY TEAM WIn","AWAY TEAM Series loss","AWAY TEAM Series win"
"1",21800001,"TD Garden","18624","2","19","10-16","Tatum: 23 pts, 9 reb; Hayward: 10 pts","BOS","105","0","1","0","0","PHI","87","1","0","0","0"
"2",21800002,"ORACLE Arena","19596","2","25","10-16","Curry: 32 pts, 9 ast; Durant: 27 pts","GSW","108","0","1","0","0","OKC","100","1","0","0","0"
"3",21800003,"Spectrum Center","17889","2","17","10-17","Antetokounmpo: 25 points, 18 rebounds","CHA","112","1","0","0","0","MIL","113","0","1","0","0"
"4",21800004,"Little Caesars Arena","20332","2","24","10-17","Drummond: 24 points, 20 rebounds","DET","103","0","1","0","0","BKN","100","1","0","0","0"
"5",21800005,"Bankers Life Fieldhouse","17923","2","09","10-17","Sabonis: 14 points, 15 rebounds","IND","111","0","1","0","0","MEM","83","1","0","0","0"
"6",21800006,"Amway Center","19191","2","28","10-17","Gordon: 26 points, 16 rebounds","ORL","104","0","1","0","0","MIA","101","1","0","0","0"
"7",21800007,"Madison Square Garden","18249","2","14","10-17","Hardaway: 31 pts; Young: 14 pts","NYK","126","0","1","0","0","ATL","107","1","0","0","0"
"8",21800008,"Scotiabank Arena","19915","2","23","10-17","Leonard: 24 points, 12 rebounds","TOR","116","0","1","0","0","CLE","104","1","0","0","0"
"9",21800009,"Toyota Center","18055","2","15","10-17","Davis: 32 pts, 16 reb, 8 ast","HOU","112","1","0","0","0","NOP","131","0","1","0","0"
"10",21800010,"AT&T Center","18354","2","16","10-17","DeRozan: 28 pts; Aldridge: 21 pts, 19 reb","SAS","112","0","1","0","0","MIN","108","1","0","0","0"
"11",21800011,"Golden 1 Center","17583","2","22","10-17","Mitchell: 24 pts; Gobert: 19 pts, 15 reb","SAC","117","1","0","0","0","UTA","123","0","1","0","0"
"12",21800012,"Staples Center","19068","2","30","10-17","Jokic: 21 points, 8 rebounds","LAC","98","1","0","0","0","DEN","107","0","1","0","0"
"13",21800013,"Talking Stick Resort Arena","18055","2","15","10-17","Booker: 35 pts; Ayton: 18 pts, 10 reb","PHX","121","0","1","0","0","DAL","100","1","0","0","0"
"14",21800014,"Wells Fargo Center","20302","2","19","10-18","Simmons: 13 points, 13 rebounds, 11 assists","PHI","127","1","1","0","0","CHI","108","1","0","0","0"
"15",21800015,"Capital One Arena","20409","2","37","10-18","Olynyk: Winning putback with 0.2 seconds left","WAS","112","1","0","0","0","MIA","113","1","1","0","0"
"16",21800016,"Moda Center","19996","2","29","10-18","LeBron: 26 points, 12 rebounds in L.A. debut","POR","128","0","1","0","0","LAL","119","1","0","0","0"
"17",21800017,"Amway Center","17668","2","05","10-19","Walker averaging 33.5 points per game","ORL","88","1","1","0","0","CHA","120","1","1","0","0"
"18",21800018,"Barclays Center","17732","2","18","10-19","LeVert (28 pts) hits last-second shot","BKN","107","1","1","0","0","NYK","105","1","1","0","0"
"19",21800019,"Scotiabank Arena","19800","2","13","10-19","Leonard: 31 points, 10 rebounds","TOR","113","0","2","0","0","BOS","101","1","1","0","0"
"20",21800020,"FedExForum","17019","2","26","10-19","Temple: 30 points (5-6 3FG)","MEM","131","1","1","0","0","ATL","117","2","0","0","0"
"21",21800021,"Target Center","18978","2","25","10-19","Butler: 33 points on 12 shots","MIN","131","1","1","0","0","CLE","123","2","0","0","0"
"22",21800022,"Smoothie King Center","18337","2","13","10-19","Mirotic: Career-high 36 points","NOP","149","0","2","0","0","SAC","129","2","0","0","0"
"23",21800023,"Fiserv Forum","17341","2","12","10-19","Giannis: 26 points, 15 rebounds","MIL","118","0","2","0","0","IND","101","1","1","0","0"
"24",21800024,"Vivint Smart Home Arena","18306","2","29","10-19","Jerebko sinks tip-in with 0.3 left","UTA","123","1","1","0","0","GSW","124","0","2","0","0"
"25",21800025,"Staples Center","14816","2","22","10-19","Harris, Gallinari: 26 points apiece","LAC","108","1","1","0","0","OKC","92","2","0","0","0"
"26",21800026,"Bankers Life Fieldhouse","17007","2","09","10-20","Oladipo (25 pts) leads nine in double-figures","IND","132","1","2","0","0","BKN","112","2","1","0","0"
"27",21800027,"Capital One Arena","16185","2","31","10-20","Lowry: 13 of 28 points in 4th quarter","WAS","113","2","0","0","0","TOR","117","0","3","0","0"
"28",21800028,"Madison Square Garden","19427","2","24","10-20","Tatum: 24 points, 14 rebounds","NYK","101","2","1","0","0","BOS","103","1","2","0","0"
"29",21800029,"Wells Fargo Center","20300","2","14","10-20","Redick hits go-ahead 3 with 17 seconds left","PHI","116","1","2","0","0","ORL","115","2","1","0","0"
"30",21800030,"AmericanAirlines Arena","19600","2","25","10-20","Walker: 39 points, game-winning FT","MIA","112","2","1","0","0","CHA","113","1","2","0","0"
"31",21800031,"United Center","21289","2","17","10-20","Smith's layup with 0:5.4 remaining wins it","CHI","116","2","0","0","0","DET","118","0","2","0","0"
"32",21800032,"American Airlines Center","20205","2","33","10-20","Doncic: 26 points, four 3-pointers","DAL","140","1","1","0","0","MIN","136","2","1","0","0"
"33",21800033,"Pepsi Center","19592","2","38","10-20","Jokic: 35 pts (11-11 FGs), 12 reb, 11 ast","DEN","119","0","2","0","0","PHX","91","1","1","0","0"
"34",21800034,"Moda Center","19461","2","00","10-20","Lillard, McCollum combine for 53 points","POR","121","0","2","0","0","SAS","108","1","1","0","0"
"35",21800035,"Staples Center","18997","2","27","10-20","Harden: 11 of 36 points in 4th quarter","LAL","115","2","0","0","0","HOU","124","1","1","0","0"
"36",21800036,"Quicken Loans Arena","19432","2","14","10-21","Young: 35 points, 11 assists","CLE","111","3","0","0","0","ATL","133","2","1","0","0"
"37",21800037,"Chesapeake Energy Arena","18203","2","23","10-21","Fox: 22 points, 10 assists","OKC","120","3","0","0","0","SAC","131","2","1","0","0"
"38",21800038,"Pepsi Center","19520","2","25","10-21","Hernangomez blocks game-tying attempt","DEN","100","0","3","0","0","GSW","98","1","2","0","0"
"39",21800039,"Staples Center","16149","2","10","10-21","Clippers reserves score 56 points","LAC","115","1","2","0","0","HOU","112","2","1","0","0"
"40",21800040,"TD Garden","18624","1","58","10-22","Vucevic: 24 points, 12 rebounds","BOS","90","2","2","0","0","ORL","93","2","2","0","0"
"41",21800041,"Scotiabank Arena","19800","2","00","10-22","Lowry: 16 points, 14 assists","TOR","127","0","4","0","0","CHA","106","2","2","0","0"
"42",21800042,"Fiserv Forum","16228","2","06","10-22","Giannis: 31 points, 15 rebounds","MIL","124","0","3","0","0","NYK","113","3","1","0","0"
"43",21800043,"Target Center","10371","2","09","10-22","Towns: 17 points, 14 rebounds","MIN","101","2","2","0","0","IND","91","2","2","0","0"
"44",21800044,"American Airlines Center","19291","2","17","10-22","Jordan: 18 points, 16 rebounds","DAL","115","1","2","0","0","CHI","109","3","0","0","0"
"45",21800045,"Vivint Smart Home Arena","18306","2","25","10-22","Grizzlies: 19 points off 15 Jazz turnovers","UTA","84","2","1","0","0","MEM","92","1","2","0","0"
"46",21800046,"Moda Center","19187","2","31","10-22","Morris: 28 points, including six 3-pointers","POR","124","1","2","0","0","WAS","125","2","1","0","0"
"47",21800047,"ORACLE Arena","19596","2","05","10-22","Curry: 15 of 29 points in third quarter","GSW","123","1","3","0","0","PHX","103","2","1","0","0"
"48",21800048,"Staples Center","18997","2","38","10-22","Aldridge: 37 points, 10 rebounds","LAL","142","3","0","0","0","SAS","143","1","2","0","0"
"49",21800049,"Little Caesars Arena","14418","2","51","10-23","Griffin: Career-high 50 pts, game-winner","DET","133","0","3","0","0","PHI","132","2","2","0","0"
"50",21800050,"Smoothie King Center","14625","2","22","10-23","Davis: 34 points, 13 rebounds, 5 blocks","NOP","116","0","3","0","0","LAC","109","2","2","0","0"
"51",21800051,"Pepsi Center","13214","2","04","10-23","Jokic: 14 points, 12 rebounds, 6 assists","DEN","126","0","4","0","0","SAC","112","3","1","0","0"
"52",21800052,"State Farm Arena","16705","2","34","10-24","Young: 17 pts / Doncic: 21 pts, 9 reb","ATL","111","2","2","0","0","DAL","104","2","2","0","0"
"53",21800053,"Quicken Loans Arena","19432","2","04","10-24","Russell: 18 points, 8 assists","CLE","86","4","0","0","0","BKN","102","2","2","0","0"
"54",21800054,"AmericanAirlines Arena","19600","2","05","10-24","Whiteside: 22 points, 14 rebounds","MIA","110","2","2","0","0","NYK","87","4","1","0","0"
"55",21800055,"Scotiabank Arena","19800","2","08","10-24","Leonard: 35 pts (Raptors match best start)","TOR","112","0","5","0","0","MIN","105","3","2","0","0"
"56",21800056,"United Center","19170","2","23","10-24","LaVine: 32 pts, game-winning FTs with 0.5 left","CHI","112","3","1","0","0","CHA","110","3","2","0","0"
"57",21800057,"Toyota Center","18055","2","08","10-24","Mitchell: 38 points, 7 assists","HOU","89","3","1","0","0","UTA","100","2","2","0","0"
"58",21800058,"AT&T Center","18354","1","58","10-24","Seven Pacers score in double figures","SAS","96","2","2","0","0","IND","116","2","3","0","0"
"59",21800059,"Fiserv Forum","17341","2","27","10-24","Giannis: 32 points, 18 rebounds, 10 assists","MIL","123","0","4","0","0","PHI","108","3","2","0","0"
"60",21800060,"Talking Stick Resort Arena","18055","2","03","10-24","Lakers get first win of season","PHX","113","3","1","0","0","LAL","131","3","1","0","0"
"61",21800061,"Golden 1 Center","14198","2","14","10-24","Fox: 21 points, 8 rebounds, 6 assists","SAC","97","3","2","0","0","MEM","92","2","2","0","0"
"62",21800062,"ORACLE Arena","19596","2","12","10-24","Curry: 51 points (11-for-16 on 3s)","GSW","144","1","4","0","0","WAS","122","3","1","0","0"
"63",21800063,"Little Caesars Arena","15896","2","21","10-25","Drummond: 26 points, 22 rebounds","DET","110","0","4","0","0","CLE","103","5","0","0","0"
"64",21800064,"Amway Center","15114","2","01","10-25","Lillard: 34 of 41 points in second half","ORL","114","3","2","0","0","POR","128","1","3","0","0"
"65",21800065,"Chesapeake Energy Arena","18203","2","29","10-25","Celtics: 16-1 run over final 4:14","OKC","95","4","0","0","0","BOS","101","2","3","0","0"
"66",21800066,"Staples Center","18997","2","21","10-25","LeBron: 74th career triple-double","LAL","121","3","2","0","0","DEN","114","1","4","0","0"
"67",21800067,"Spectrum Center","15220","2","05","10-26","  Walker: 30 points, 7 assists in 26 minutes","CHA","135","3","3","1","0","CHI","106","4","1","0","1"
"68",21800068,"Madison Square Garden","19812","2","04","10-26"," Durant: 25 points in fourth, 41 overall","NYK","100","5","1","0","0","GSW","128","1","5","0","0"
"69",21800069,"Scotiabank Arena","19800","2","09","10-26"," Raptors off to best start in team history","TOR","116","0","6","0","0","DAL","107","3","2","0","0"
"70",21800070,"Toyota Center","18055","2","16","10-26"," Harrell, Williams combine for 53 pts off bench","HOU","113","4","1","1","0","LAC","133","2","3","0","1"
"71",21800071,"Target Center","16334","1","59","10-26"," Giannis: 15 pts, 12 reb, 6 ast in 23 mins","MIN","95","4","2","0","0","MIL","125","0","5","0","0"
"72",21800072,"Smoothie King Center","15272","2","16","10-26"," Holiday: 26 points, game-winner w/ :03 left","NOP","117","0","4","0","0","BKN","115","3","2","0","0"
"73",21800073,"Golden 1 Center","14101","2","26","10-26"," Bjelica: 26 points, six 3s, 12 rebounds","SAC","116","3","3","0","0","WAS","112","4","1","0","0"
"74",21800074,"Little Caesars Arena","18120","2","09","10-27","Celtics lead by as many as 29","DET","89","1","4","0","0","BOS","109","2","4","0","0"
"75",21800075,"Smoothie King Center","16373","2","20","10-27","Rubio: 28 points, 12 assists","NOP","111","1","4","0","0","UTA","132","2","3","0","0"
"76",21800076,"State Farm Arena","15549","2","09","10-27","LaVine: 27 points, 11 rebounds","ATL","85","3","2","0","0","CHI","97","4","2","0","0"
"77",21800077,"Quicken Loans Arena","19432","2","09","10-27","Bogdanovic: 25 points / Oladipo: 24 points","CLE","107","6","0","0","0","IND","119","2","4","0","0"
"78",21800078,"Wells Fargo Center","20203","2","22","10-27","Embiid: 27 points, 14 rebounds, 2 blocks","PHI","105","3","3","0","0","CHA","103","4","3","0","0"
"79",21800079,"AmericanAirlines Arena","19600","2","15","10-27","Dragic: 28 points / Lillard: 42 points","MIA","120","2","3","0","0","POR","111","2","3","0","0"
"80",21800080,"FedExForum","15926","2","04","10-27","Gasol: 19 points, 8 rebounds, 3 steals","MEM","117","2","3","0","0","PHX","96","4","1","0","0"
"81",21800081,"Fiserv Forum","17341","2","02","10-27","Giannis: 21 points in 19 minutes","MIL","113","0","6","0","0","ORL","91","4","2","0","0"
"82",21800082,"AT&T Center","18589","2","15","10-27","DeRozan: 30 points, 12 rebounds, 8 assists","SAS","110","2","3","0","1","LAL","106","4","2","1","0"
"83",21800083,"Barclays Center","17732","2","06","10-28","Curry, Durant combine for 69 points","BKN","114","4","2","0","0","GSW","120","1","6","0","0"
"84",21800084,"American Airlines Center","19571","2","23","10-28","Gobert: 23 pts, 16 reb, 3 blk, 2 stl","DAL","104","4","2","0","0","UTA","113","2","4","0","0"
"85",21800085,"Chesapeake Energy Arena","18203","2","21","10-28","Westbrook: 23 pts, 9 reb, 7 ast, 4 stl","OKC","117","4","1","0","0","PHX","110","5","1","0","0"
"86",21800086,"Staples Center","16491","2","08","10-28","Clippers: 54.4 FG% (16-29 3FG)","LAC","136","2","4","0","0","WAS","104","5","1","0","0"
"87",21800087,"Bankers Life Fieldhouse","15788","2","10","10-29","Four Blazers in double-figures off bench","IND","93","3","4","0","0","POR","103","2","4","0","0"
"88",21800088,"Wells Fargo Center","20269","2","09","10-29","Simmons: 21 points, 12 rebounds, 9 assists","PHI","113","3","4","0","0","ATL","92","4","2","0","0"
"89",21800089,"AmericanAirlines Arena","19600","2","12","10-29","Cauley-Stein: 26 points, 13 rebounds","MIA","113","3","3","0","0","SAC","123","3","4","0","0"
"90",21800090,"Madison Square Garden","19221","2","12","10-29","Hardaway Jr: 25 points, 8 assists","NYK","115","5","2","1","0","BKN","96","5","2","0","1"
"91",21800091,"United Center","21076","2","06","10-29","Thompson sets NBA record with 14 3-pointers","CHI","124","5","2","0","0","GSW","149","1","7","0","0"
"92",21800092,"Fiserv Forum","17341","2","08","10-29","Bucks tie their best start since 1971-72","MIL","124","0","7","0","0","TOR","109","1","6","0","0"
"93",21800093,"Target Center","18978","2","19","10-29","Butler: 15 points in 4th quarter, 32 overall","MIN","124","4","3","0","0","LAL","120","5","2","0","0"
"94",21800094,"AT&T Center","18354","2","25","10-29","DeRozan: 34 points, 9 assists, 3 steals","SAS","113","2","4","0","0","DAL","108","5","2","0","0"
"95",21800095,"Pepsi Center","15217","2","12","10-29","Jokic: 12 points, 9 rebounds, 10 assists","DEN","116","1","5","0","0","NOP","111","2","4","0","0"
"96",21800096,"Spectrum Center","14117","2","13","10-30","Parker: 24 points, 11 assists off bench","CHA","125","4","4","0","1","MIA","113","4","3","1","0"
"97",21800097,"Quicken Loans Arena","19432","2","15","10-30","Seven Cavs score in double figures","CLE","136","6","1","1","0","ATL","114","5","2","0","1"
"98",21800098,"Amway Center","15074","2","11","10-30","Hield: 25 points, 11 rebounds","ORL","99","5","2","0","0","SAC","107","3","5","0","0"
"99",21800099,"TD Garden","18624","2","22","10-30","Irving: 31 points, 5 assists, 5 rebounds","BOS","108","2","5","0","1","DET","105","2","4","1","0"
"100",21800100,"Scotiabank Arena","19800","2","21","10-30","Siakam: 15 points, career-high 15 rebounds","TOR","129","1","7","0","0","PHI","112","4","4","0","0"
"101",21800101,"Toyota Center","18055","2","03","10-30","Lillard, Nurkic each score 22 points","HOU","85","5","1","0","0","POR","104","2","5","0","0"
"102",21800102,"FedExForum","14106","2","11","10-30","Grizzlies open second half with 18-1 run","MEM","107","2","4","0","0","WAS","95","6","1","0","0"
"103",21800103,"Chesapeake Energy Arena","18203","2","24","10-30","Westbrook, George combine for 64 points","OKC","128","4","2","1","0","LAC","110","3","4","0","1"
"104",21800111,"Spectrum Center","14583","2","17","11-01","Thunder win third straight after 0-4 start","CHA","107","5","4","0","0","OKC","111","4","3","0","0"
"105",21800112,"Quicken Loans Arena","19432","2","04","11-01","Nuggets off to best start since 1976-77","CLE","91","7","1","0","0","DEN","110","1","7","0","0"
"106",21800113,"Wells Fargo Center","20246","2","30","11-01","Sixers perfect 5-0 at home","PHI","122","4","5","0","0","LAC","113","4","4","0","0"
"107",21800114,"State Farm Arena","12095","2","19","11-01","Fox: 31 points, 15 assists, 10 rebounds","ATL","115","6","2","0","0","SAC","146","3","6","0","0"
"108",21800115,"TD Garden","18624","2","23","11-01","Bucks suffer first loss of season","BOS","117","2","6","0","0","MIL","113","1","7","0","0"
"109",21800116,"Moda Center","18921","2","24","11-01","Lillard: 26 points, 7 rebounds, 6 assists","POR","132","2","6","0","0","NOP","119","4","4","0","0"
"110",21800117,"Amway Center","15953","2","06","11-02","Williams: 23 of 28 points in second half","ORL","95","6","2","0","0","LAC","120","4","5","0","0"
"111",21800118,"Barclays Center","14013","2","17","11-02","Paul: 32 points, 11 assists, 7 rebounds","BKN","111","6","3","0","0","HOU","119","5","2","0","0"
"112",21800119,"Capital One Arena","20409","2","11","11-02","Thunder: Team-record 79 first-half points","WAS","111","7","1","0","0","OKC","134","4","4","0","0"
"113",21800120,"United Center","19704","2","04","11-02","Turner: 18 points, 6 blocks","CHI","105","7","2","0","0","IND","107","3","6","0","0"
"114",21800121,"American Airlines Center","20008","2","15","11-02","Trier: 19 of 23 points in second half","DAL","106","7","2","0","0","NYK","118","6","3","0","0"
"115",21800122,"Vivint Smart Home Arena","18306","2","22","11-02","Gasol: 17 points, 10 rebounds, 7 assists","UTA","100","4","4","1","0","MEM","110","2","5","0","1"
"116",21800123,"Talking Stick Resort Arena","15843","2","10","11-02","Raptors: First 8-1 start in team history","PHX","98","7","1","0","0","TOR","107","1","8","0","0"
"117",21800124,"ORACLE Arena","19596","2","11","11-02","Durant: 33 points, 13 rebounds","GSW","116","1","9","0","0","MIN","99","5","4","0","0"
"118",21800125,"Wells Fargo Center","20289","2","34","11-03","Embiid: 39 points (10-18 FG), 17 rebounds","PHI","109","4","6","1","0","DET","99","4","4","0","1"
"119",21800126,"Spectrum Center","16221","2","00","11-03","Hornets bench scores 67 points","CHA","126","5","5","0","0","CLE","94","8","1","0","0"
"120",21800127,"Bankers Life Fieldhouse","17505","2","11","11-03","Oladipo hits 3 with 3.4 seconds left","IND","102","3","7","0","0","BOS","101","3","6","0","0"
"121",21800128,"State Farm Arena","16303","2","23","11-03","Young: 24 points, 15 assists, 5 rebounds","ATL","123","6","3","0","0","MIA","118","5","3","0","0"
"122",21800129,"United Center","20505","2","10","11-03","Harden: 25 points, 7 assists, 4 steals","CHI","88","8","2","0","0","HOU","96","5","3","0","0"
"123",21800130,"AT&T Center","18354","2","11","11-03","Aldridge: 22 points, 12 rebounds, 6 assists","SAS","109","2","6","0","0","NOP","95","5","4","0","0"
"124",21800131,"Pepsi Center","19520","2","21","11-03","Jokic: 7 points, 10 rebounds, 16 assists","DEN","103","1","8","0","0","UTA","88","5","4","0","0"
"125",21800132,"Moda Center","19848","2","24","11-03","Rondo: 17 points, 10 rebounds, 6 assists","POR","110","3","6","0","1","LAL","114","5","4","1","0"
"126",21800133,"Fiserv Forum","17341","2","16","11-04","Giannis: 26 points, 15 rebounds, 11 assists","MIL","144","1","8","0","0","SAC","109","4","6","0","0"
"127",21800134,"Barclays Center","12826","2","20","11-04","Nets score 39 points off 28 turnovers","BKN","122","6","4","0","0","PHI","97","5","6","0","0"
"128",21800135,"Capital One Arena","16679","2","18","11-04"," Wizards snap five-game losing streak","WAS","108","7","2","0","0","NYK","95","7","3","0","0"
"129",21800136,"Talking Stick Resort Arena","13074","2","23","11-04","Booker hits winner with 1.7 seconds left","PHX","102","7","2","1","0","MEM","100","3","5","0","1"
"130",21800137,"AT&T Center","18354","2","06","11-04","Magic withstand Spurs' closing 25-6 run","SAS","110","3","6","0","0","ORL","117","6","3","0","0"
"131",21800138,"Moda Center","19522","2","05","11-04","Nurkic: 19 points, 12 rebounds","POR","111","3","7","0","0","MIN","81","6","4","0","0"
"132",21800139,"Staples Center","18997","2","09","11-04","Ibaka: Career-high 34 points, (15/17 FG)","LAL","107","6","4","0","0","TOR","121","1","9","0","0"
"133",21800140,"Little Caesars Arena","14148","2","55","11-05","Drummond: 25 points, 24 rebounds","DET","115","5","4","0","0","MIA","120","5","4","0","0"
"134",21800141,"Bankers Life Fieldhouse","14735","2","10","11-05","Harden: 28 points, 6 assists, 3 steals","IND","94","4","7","0","0","HOU","98","5","4","0","0"
"135",21800142,"Amway Center","15009","2","09","11-05","Fournier knocks down 22-footer at buzzer","ORL","102","6","4","0","0","CLE","100","9","1","0","0"
"136",21800143,"Madison Square Garden","19812","2","53","11-05","LaVine: 10 of 41 points in overtime periods","NYK","115","8","3","0","0","CHI","116","8","3","0","0"
"137",21800144,"Chesapeake Energy Arena","18203","2","22","11-05","Thunder push winning streak to 5 games","OKC","122","4","5","0","0","NOP","116","6","4","0","0"
"138",21800145,"Pepsi Center","19520","2","12","11-05","Murray: Career-high 48 points (19/30 FG)","DEN","115","1","9","0","0","BOS","107","4","6","0","0"
"139",21800146,"Vivint Smart Home Arena","18306","2","09","11-05","Lowry: 17 points, 11 assists, 7 rebounds","UTA","111","6","4","0","0","TOR","124","1","10","0","0"
"140",21800147,"ORACLE Arena","19596","2","06","11-05","Warriors erupt for 35 points in third quarter","GSW","117","1","10","0","0","MEM","101","4","5","0","0"
"141",21800148,"Staples Center","16564","2","13","11-05","Harris: 22 points, 10 rebounds","LAC","120","4","6","0","0","MIN","109","7","4","0","0"
"142",21800149,"Spectrum Center","13955","2","15","11-06","Walker: 29 points, 7 assists","CHA","113","5","6","0","0","ATL","102","7","3","0","0"
"143",21800150,"American Airlines Center","19234","2","13","11-06","Doncic: 23 points, 6 rebounds","DAL","119","7","3","0","0","WAS","100","8","2","0","0"
"144",21800151,"Talking Stick Resort Arena","14205","2","04","11-06","Nets win third of last four","PHX","82","8","2","0","0","BKN","104","6","5","0","0"
"145",21800152,"Moda Center","19512","1","54","11-06","McCollum: 40 points (19 in 3rd quarter)","POR","118","3","8","0","0","MIL","103","2","8","0","0"
"146",21800153,"Quicken Loans Arena","19432","2","15","11-07","Schroder: 28 points, 7 rebounds","CLE","86","10","1","0","0","OKC","95","4","6","0","0"
"147",21800154,"Amway Center","16103","2","07","11-07","Drummond: 23 points, 19 rebounds, 3 steals","ORL","96","7","4","0","0","DET","103","5","5","0","0"
"148",21800155,"State Farm Arena","12412","2","35","11-07","Hardaway: 34 points (16-20 FT)","ATL","107","8","3","1","0","NYK","112","8","4","0","1"
"149",21800156,"AmericanAirlines Arena","19600","2","07","11-07","Whiteside: 29 points, 20 rebounds, 9 blocks","MIA","95","5","5","0","0","SAS","88","4","6","0","0"
"150",21800157,"Bankers Life Fieldhouse","16434","2","18","11-07","Simmons: 16 points, 10 rebounds, 8 assists","IND","94","5","7","0","0","PHI","100","5","7","0","0"
"151",21800158,"FedExForum","15832","2","16","11-07","Jackson Jr.: 20 pts, 7 reb, 3 stl, 3 blk","MEM","89","4","6","0","0","DEN","87","2","9","0","0"
"152",21800159,"Smoothie King Center","15514","2","05","11-07","Davis: 32 points, 15 rebounds, 7 assists","NOP","107","6","5","0","0","CHI","98","9","3","0","0"
"153",21800160,"Vivint Smart Home Arena","18306","2","24","11-07","Gobert: 17 points, 10 rebounds, 4 blocks","UTA","117","6","5","0","1","DAL","102","8","3","1","0"
"154",21800161,"Golden 1 Center","17583","2","16","11-07","Leonard: 25 points, 11 rebounds","SAC","105","5","6","0","0","TOR","114","1","11","0","0"
"155",21800162,"Staples Center","18997","2","11","11-07","Chandler: 9 rebounds; Rose: 31 points","LAL","114","6","5","1","0","MIN","110","8","4","0","1"
"156",21800163,"Chesapeake Energy Arena","18203","2","13","11-08","George: 20 points, 11 rebounds, 6 steals","OKC","98","4","7","0","0","HOU","80","6","4","0","0"
"157",21800164,"Talking Stick Resort Arena","17359","2","27","11-08","Irving: 18 of 39 points in fourth quarter","PHX","109","9","2","0","0","BOS","116","4","7","0","0"
"158",21800165,"Moda Center","19170","2","09","11-08","Lillard, McCollum combine for 48 points","POR","116","3","9","0","0","LAC","105","5","6","0","0"
"159",21800166,"ORACLE Arena","19596","2","10","11-08","Bledsoe: 26 points (10/12 FG), 6 assists","GSW","111","2","10","0","0","MIL","134","2","9","0","0"
"160",21800167,"Amway Center","16562","2","06","11-09","Augustin scores, assists on Magic's last 11 pts","ORL","117","7","5","0","0","WAS","108","9","2","0","0"
"161",21800168,"Wells Fargo Center","20424","2","51","11-09","Embiid: 42 points, 18 rebounds, 4 blocks","PHI","133","5","8","0","1","CHA","132","6","6","1","0"
"162",21800169,"State Farm Arena","14759","2","16","11-09","Drummond: 23 points, 11 rebounds, 4 blocks","ATL","109","9","3","0","0","DET","124","5","6","0","0"
"163",21800170,"AmericanAirlines Arena","19600","2","35","11-09","Pacers close game on 12-0 run","MIA","102","6","5","0","0","IND","110","5","8","0","0"
"164",21800171,"Pepsi Center","19520","2","22","11-09","LeVert: Winner with 0.3 left / Jokic: 37 points","DEN","110","3","9","0","0","BKN","112","6","6","0","0"
"165",21800172,"Vivint Smart Home Arena","18306","2","24","11-09","Ingles, Mitchell, Crowder combine for 68 pts","UTA","123","6","6","0","0","BOS","115","5","7","0","0"
"166",21800173,"Golden 1 Center","17583","2","21","11-09","Towns: 39 points / Cauley-Stein: 25 points","SAC","121","5","7","0","0","MIN","110","9","4","0","0"
"167",21800174,"Scotiabank Arena","19800","2","08","11-10","Siakam: Career-high 23 points","TOR","128","1","12","0","0","NYK","112","9","4","0","0"
"168",21800175,"Staples Center","17486","2","28","11-10","Williams' last-second floater wins it","LAC","128","5","7","0","0","MIL","126","3","9","0","0"
"169",21800176,"Smoothie King Center","15222","2","09","11-10","Randle: 22 points, 16 rebounds","NOP","119","6","6","0","0","PHX","99","10","2","0","0"
"170",21800177,"AmericanAirlines Arena","19600","2","25","11-10","Wall: 10 of 28 points in fourth quarter","MIA","110","7","5","0","1","WAS","116","9","3","1","0"
"171",21800178,"United Center","21506","2","03","11-10","LaVine: 24 points, 8 assists","CHI","99","9","4","0","0","CLE","98","11","1","0","0"
"172",21800179,"FedExForum","16904","2","26","11-10","Conley: 21 of 32 points in second half","MEM","112","4","7","0","0","PHI","106","6","8","0","0"
"173",21800180,"AT&T Center","18354","2","11","11-10","White: 14 points, career-high 8 assists","SAS","96","4","7","0","0","HOU","89","7","4","0","0"
"174",21800181,"American Airlines Center","19818","2","10","11-10","Doncic: 22 points, 6 rebounds, 8 assists","DAL","111","8","4","0","0","OKC","96","5","7","0","0"
"175",21800182,"ORACLE Arena","19596","2","03","11-10","Cook: Season-high 27 points (11/16 FG)","GSW","116","2","11","0","1","BKN","100","7","6","1","0"
"176",21800183,"Golden 1 Center","17583","2","10","11-10","Lakers reach .500 following 0-3 start","SAC","86","6","7","0","0","LAL","101","6","6","0","0"
"177",21800184,"Little Caesars Arena","15133","2","17","11-11","Walker: 24 points / Drummond: 23 pts, 22 rbs","DET","103","6","6","0","0","CHA","113","6","7","0","0"
"178",21800185,"Toyota Center","18055","2","14","11-11","Harden: 40 points / Paul: 26 points","HOU","115","7","5","0","1","IND","103","6","8","1","0"
"179",21800186,"Madison Square Garden","19812","2","05","11-11","Magic limit Knicks starters to 20 points","NYK","89","10","4","0","0","ORL","115","7","6","0","0"
"180",21800187,"Pepsi Center","19520","2","07","11-11","Lopez: 28 points, career-high eight 3s","DEN","114","4","9","0","0","MIL","121","3","10","0","0"
"181",21800188,"Moda Center","19712","2","08","11-11","Tatum: 27 points / Nurkic: 18 pts, 17 rbs","POR","100","3","10","0","0","BOS","94","6","7","0","0"
