"","ID","Location","Attendance","Hours","Minutes","Game Date","Highlights","HOME TEAM","HOME SCORE","HOME TEAM LOSS","HOME TEAM WIn","HOME TEAM Series loss","HOME TEAM Series win","AWAY TEAM","AWAY SCORE","AWAY TEAM LOSS","AWAY TEAM WIn","AWAY TEAM Series loss","AWAY TEAM Series win"
"292",21800299,"Vivint Smart Home Arena","18306","2","02","11-26","McDermott: 21 points (season high)","UTA","88","12","9","1","0","IND","121","8","12","0","1"
"293",21800300,"ORACLE Arena","19596","2","07","11-26","Durant: 49 pts, 9 ast; Thompson: 29 pts","GSW","116","7","15","0","0","ORL","110","11","10","0","0"
"294",21800301,"Little Caesars Arena","13935","2","22","11-27","Griffin: 30 pts / Johnson: 21 pts","DET","115","7","11","0","0","NYK","108","15","7","0","0"
"295",21800302,"AmericanAirlines Arena","19600","2","21","11-27","Young: 17 points, 10 assists","MIA","113","13","7","1","0","ATL","115","16","5","0","1"
"296",21800303,"FedExForum","14187","2","19","11-27","Lowry: 24 pts / Leonard: 17 pts, 10 reb","MEM","114","8","12","0","0","TOR","122","4","18","0","0"
"297",21800304,"Pepsi Center","19583","1","58","11-27","Millsap, Murray, Beasley: 20 pts each","DEN","117","7","14","1","0","LAL","85","9","11","0","1"
"298",21800305,"Talking Stick Resort Arena","13038","2","04","11-27","Sabonis: 21 points, 16 rebounds","PHX","104","16","4","0","0","IND","109","8","13","0","0"
"299",21800306,"Spectrum Center","12971","2","11","11-28","Zeller: Season-high 19 points","CHA","108","10","11","1","1","ATL","94","17","5","1","1"
"300",21800307,"Wells Fargo Center","20274","2","02","11-28","Embiid: 26 points, 14 rebounds","PHI","117","8","15","0","0","NYK","91","16","7","0","0"
"301",21800308,"Barclays Center","12928","2","13","11-28","Mitchell: 14 of 29 points in fourth quarter","BKN","91","14","8","0","0","UTA","101","12","10","0","0"
"302",21800309,"Toyota Center","18055","2","12","11-28","Harden: 25 points, 11 rebounds, 17 assists","HOU","108","11","9","0","0","DAL","128","9","10","0","0"
"303",21800310,"Fiserv Forum","16660","2","12","11-28","Giannis: Season-high 36 points, 11 rebounds","MIL","116","6","15","0","1","CHI","113","17","5","1","0"
"304",21800311,"Target Center","11023","1","56","11-28","Wolves hold Spurs to 39.5 pct. shooting","MIN","128","11","11","1","0","SAS","89","11","10","0","1"
"305",21800312,"Smoothie King Center","13570","2","03","11-28","Davis: 28 points, 15 rebounds","NOP","125","11","11","1","0","WAS","104","13","8","0","1"
"306",21800313,"Chesapeake Energy Arena","18203","2","01","11-28","Westbrook ties Kidd with 107th triple-double","OKC","100","7","13","0","1","CLE","83","16","4","1","0"
"307",21800314,"Moda Center","18865","2","09","11-28","Lillard: 41 points, franchise-record 10 3s","POR","115","8","13","0","1","ORL","112","12","10","1","0"
"308",21800315,"Staples Center","16372","2","07","11-28","Clippers extend home winning streak to 9","LAC","115","6","14","0","0","PHX","99","17","4","0","0"
"309",21800316,"Scotiabank Arena","20073","2","38","11-29","Durant: 51 points, 11 rebounds, 6 assists","TOR","131","4","19","0","0","GSW","128","8","15","0","0"
"310",21800317,"Staples Center","18997","2","19","11-29","LeBron: 38 points, 9 rebounds, 7 assists","LAL","104","9","12","0","0","IND","96","9","13","0","0"
"311",21800318,"Golden 1 Center","17583","2","24","11-29","Clippers win ninth out of last 10","SAC","121","11","10","0","0","LAC","133","6","15","0","0"
"312",21800330,"Madison Square Garden","19812","2","39","12-01","Giannis: 33 pts, 19 reb / Mudiay: 28 pts, 7 ast","NYK","136","16","8","1","0","MIL","134","7","15","0","1"
"313",21800331,"Little Caesars Arena","20332","2","09","12-01"," Drummond: 16 pts, 19 reb / Curry: 27 points","DET","111","7","13","0","0","GSW","102","9","15","0","0"
"314",21800332,"Quicken Loans Arena","19432","2","11","12-01","Leonard: 34 points, 9 rebounds","CLE","95","18","4","1","0","TOR","106","4","20","0","1"
"315",21800333,"Capital One Arena","15448","2","06","12-01","Wall: 30 points, 9 assists / Beal: 22 points","WAS","102","14","9","1","0","BKN","88","16","8","0","1"
"316",21800334,"Toyota Center","18055","2","06","12-01","Harden: 30 points / Capela: 18 pts, 15 rbs","HOU","121","11","11","0","1","CHI","105","19","5","1","0"
"317",21800335,"Target Center","17663","2","15","12-01","Hayward: 30 points, 9 rebounds, 8 assists","MIN","109","12","11","0","0","BOS","118","10","13","0","0"
"318",21800336,"Golden 1 Center","17583","2","13","12-01","Cauley-Stein: Go-ahead putback w/ 16.1 left","SAC","111","11","11","0","0","IND","110","10","13","0","0"
"319",21800337,"Staples Center","18997","2","09","12-02","Kuzma: 23 points, 8 rebounds","LAL","120","9","14","0","1","PHX","96","19","4","1","0"
"320",21800338,"Spectrum Center","15336","2","12","12-02","Davis: 36 points, 19 rebounds, 8 assists","CHA","109","12","11","0","0","NOP","119","12","12","0","0"
"321",21800339,"AmericanAirlines Arena","19600","2","15","12-02","Whiteside: 23 points, 20 rebounds","MIA","102","13","9","0","0","UTA","100","13","11","0","0"
"322",21800340,"Wells Fargo Center","20334","2","17","12-02","Sixers win 8th out of last 9 games","PHI","103","8","17","1","0","MEM","95","9","13","0","1"
"323",21800341,"American Airlines Center","19551","2","14","12-02","Jordan: 16 points, 23 rebounds","DAL","114","10","11","0","0","LAC","110","7","15","0","0"
"324",21800342,"AT&T Center","18354","2","07","12-02","DeRozan, Aldridge combine for 65 points","SAS","131","12","11","1","0","POR","118","10","13","0","1"
"325",21800343,"Little Caesars Arena","14372","2","06","12-03","Thunder lead by as many as 35","DET","83","8","13","0","0","OKC","110","7","15","0","0"
"326",21800344,"State Farm Arena","16631","2","16","12-03","Curry/Durant/Thompson combine for 85 points","ATL","111","19","5","1","0","GSW","128","9","16","0","1"
"327",21800345,"Barclays Center","10983","2","10","12-03","Burks dunks game-winner with 3.2 left","BKN","97","17","8","0","1","CLE","99","18","5","1","0"
"328",21800346,"Madison Square Garden","19440","2","12","12-03","Beal: 27 points / Wall: 18 points, 15 assists","NYK","107","17","8","1","0","WAS","110","14","10","0","1"
"329",21800347,"Scotiabank Arena","19800","2","14","12-03","Jokic: 23 points, 11 rebounds, 15 assists","TOR","103","5","20","0","0","DEN","106","7","16","0","0"
"330",21800348,"Target Center","13834","2","12","12-03","Wolves outscore Rockets by 26 in 2nd half","MIN","103","12","12","0","0","HOU","91","12","11","0","0"
"331",21800349,"Smoothie King Center","13822","2","17","12-03","Harris: 27 points / Randle: 37 points","NOP","126","13","12","0","1","LAC","129","7","16","1","0"
"332",21800350,"Bankers Life Fieldhouse","16446","2","06","12-04","Turner: 18 points, 11 rebounds, 5 blocks","IND","96","10","14","0","1","CHI","90","20","5","1","0"
"333",21800351,"AmericanAirlines Arena","19600","2","02","12-04","Gordon: 20 pts, 13 reb / Vucevic: 19 pts, 10 reb","MIA","90","14","9","1","0","ORL","105","12","12","0","1"
"334",21800352,"American Airlines Center","19341","2","17","12-04","Doncic: 21 points, 9 rebounds / Lillard: 33 pts","DAL","111","10","12","0","0","POR","102","11","13","0","0"
"335",21800353,"Talking Stick Resort Arena","12977","2","05","12-04","Hield: 20 pts / Suns: 9 points in 1Q","PHX","105","20","4","0","0","SAC","122","11","12","0","0"
"336",21800354,"Vivint Smart Home Arena","18306","2","00","12-04","Jazz: 20 3s (franchise record) / Korver: 15 pts","UTA","139","13","12","0","0","SAS","105","13","11","0","0"
"337",21800355,"Quicken Loans Arena","19432","2","07","12-05","Curry: 42 points, 9 rebounds, 7 assists","CLE","105","19","5","0","0","GSW","129","9","17","0","0"
"338",21800356,"Amway Center","16636","2","26","12-05","Murray: 31 points, 8 rebounds","ORL","118","13","12","1","0","DEN","124","7","17","0","1"
"339",21800357,"State Farm Arena","12551","2","22","12-05","Beal: 36 points, 9 assists","ATL","117","20","5","0","0","WAS","131","14","11","0","0"
"340",21800358,"Barclays Center","13161","2","26","12-05","George: 47 points (25 in 4th quarter)","BKN","112","18","8","0","0","OKC","114","7","16","0","0"
"341",21800359,"Scotiabank Arena","19800","2","18","12-05","Leonard: 36 pts, 9 reb / Valanciunas: 26 pts","TOR","113","5","21","0","1","PHI","102","9","17","1","0"
"342",21800360,"FedExForum","14144","2","16","12-05","Conley: 22 pts / Green: 19 pts, 11 reb","MEM","96","9","14","1","0","LAC","86","8","16","0","1"
"343",21800361,"Fiserv Forum","16541","2","12","12-05","Bledsoe: 27 pts / Giannis: 15 pts","MIL","115","7","16","0","0","DET","92","9","13","0","0"
"344",21800362,"Target Center","11248","2","06","12-05","Towns: 35 points, 12 rebounds, 6 blocks","MIN","121","12","13","0","0","CHA","104","13","11","0","0"
"345",21800363,"Smoothie King Center","14810","2","04","12-05","Randle: 27 pts, 18 reb / Davis: 27 pts, 9 ast","NOP","132","13","13","0","0","DAL","106","11","12","0","0"
"346",21800364,"Staples Center","18997","2","26","12-05","LeBron: 20 of 42 points in fourth quarter","LAL","121","9","15","2","0","SAS","113","14","11","0","2"
"347",21800365,"TD Garden","18624","2","11","12-06","Irving: 22 points / Brown: 21 points","BOS","128","10","14","1","1","NYK","100","18","8","1","1"
"348",21800366,"Moda Center","19001","2","04","12-06","Lillard: 25 points / Layman: 24 points","POR","108","11","14","0","0","PHX","86","21","4","0","0"
"349",21800367,"Vivint Smart Home Arena","18306","2","14","12-06","Favors: 24 points, 10 rebounds","UTA","118","13","13","0","1","HOU","91","13","11","1","0"
"350",21800368,"Spectrum Center","13755","2","18","12-07","Walker: 21 points, 6 rebounds, 8 assists","CHA","113","13","12","0","0","DEN","107","8","17","0","0"
"351",21800369,"Little Caesars Arena","15680","2","34","12-07","Butler: 26 points in second half, 38 total","DET","111","10","13","1","1","PHI","117","9","18","1","1"
"352",21800370,"Amway Center","17214","1","59","12-07","Bogdanovic: 26 points in 29 minutes","ORL","90","14","12","0","0","IND","112","10","15","0","0"
"353",21800371,"Barclays Center","14035","2","21","12-07","Russell: 29 points / Leonard: 32 points","BKN","106","18","9","0","0","TOR","105","6","21","0","0"
"354",21800372,"Quicken Loans Arena","19432","2","04","12-07","Fox: 30 points, 12 assists / Hield: 25 points","CLE","110","20","5","0","0","SAC","129","11","13","0","0"
"355",21800373,"United Center","19842","2","14","12-07","LaVine: 25 pts / Westbrook: 24 p/17r/13a","CHI","114","20","6","0","0","OKC","112","8","16","0","0"
"356",21800374,"Smoothie King Center","18447","2","17","12-07","Grizzlies finish game on 15-3 run","NOP","103","14","13","0","0","MEM","107","9","15","0","0"
"357",21800375,"AT&T Center","18354","2","13","12-07","DeRozan: 36 points, 8 rebounds, 9 assists","SAS","133","14","12","1","2","LAL","120","10","15","2","1"
"358",21800376,"Talking Stick Resort Arena","14273","2","05","12-07","Winslow: 20 points, 8 rebounds, 6 assists","PHX","98","22","4","0","0","MIA","115","14","10","0","0"
"359",21800377,"Fiserv Forum","17852","2","12","12-07","Warriors hold Bucks to season low in points","MIL","95","8","16","0","1","GSW","105","9","18","1","0"
"360",21800378,"American Airlines Center","20254","2","09","12-08","Doncic: 11 of 21 points in final 2:49","DAL","107","11","13","0","1","HOU","104","14","11","1","0"
"361",21800379,"Bankers Life Fieldhouse","16867","2","11","12-08","Young: Season-high 20 points, 9 rebounds","IND","107","10","16","1","0","SAC","97","12","13","0","1"
"362",21800380,"State Farm Arena","14409","2","14","12-08","Collins: Career-high 30 points, 12 rebounds","ATL","106","20","6","1","0","DEN","98","9","17","0","1"
"363",21800381,"Quicken Loans Arena","19432","1","57","12-08","Thompson: 23 points, 19 rebounds","CLE","116","20","6","1","0","WAS","101","15","11","0","1"
"364",21800382,"Madison Square Garden","18662","2","17","12-08","Dinwiddie: 10 of 25 points in fourth quarter","NYK","104","19","8","1","1","BKN","112","18","10","1","1"
"365",21800383,"United Center","20923","1","57","12-08","Largest margin of victory in Celtics history","CHI","77","21","6","1","0","BOS","133","10","15","0","1"
"366",21800384,"FedExForum","17794","2","06","12-08","LeBron: 20 points, 9 assists, 8 rebounds","MEM","88","10","15","0","0","LAL","111","10","16","0","0"
"367",21800385,"Moda Center","19359","2","12","12-08","Nurkic: 22 points, 11 rebounds, 4 blocks","POR","113","11","15","1","1","MIN","105","13","13","1","1"
"368",21800386,"Staples Center","17113","2","19","12-08","Heat open fourth quarter with 21-2 run","LAC","98","9","16","0","0","MIA","121","14","11","0","0"
"369",21800387,"Little Caesars Arena","14705","2","09","12-09","Holiday: 37 points; Randle: 28 points","DET","108","11","13","0","0","NOP","116","14","14","0","0"
"370",21800388,"Scotiabank Arena","19800","2","09","12-09","Antetokounmpo: 19 points, 19 rebounds","TOR","99","7","21","1","0","MIL","104","8","17","0","1"
"371",21800389,"Madison Square Garden","18602","2","06","12-09","Walker: 25 points, 6 assists, 4 steals","NYK","107","20","8","0","0","CHA","119","13","13","0","0"
"372",21800390,"AT&T Center","17834","2","02","12-09","Gay: 23 points, 15 rebounds","SAS","110","14","13","1","0","UTA","97","14","13","0","1"
"373",21800391,"Bankers Life Fieldhouse","14645","2","16","12-10","Turner: 26 points, 12 rebounds, 5 blocks","IND","109","10","17","0","0","WAS","101","16","11","0","0"
"374",21800392,"Wells Fargo Center","20199","2","13","12-10","Embiid: 24 points, 8 rebounds","PHI","116","9","19","1","2","DET","102","12","13","2","1"
"375",21800393,"TD Garden","18624","2","03","12-10","Morris: Season-high 31 points","BOS","113","10","16","0","1","NOP","100","15","14","1","0"
"376",21800394,"United Center","18164","2","01","12-10","Fox: 25 points, 6 assists, 4 steals","CHI","89","22","6","0","0","SAC","108","12","14","0","0"
"377",21800395,"Fiserv Forum","17155","1","59","12-10","Bledsoe: 20 points, 12 rebounds","MIL","108","8","18","0","0","CLE","92","21","6","0","0"
"378",21800396,"Chesapeake Energy Arena","18203","2","15","12-10","Westbrook: 6th triple-double of season","OKC","122","8","17","0","0","UTA","113","15","13","0","0"
"379",21800397,"American Airlines Center","19334","1","55","12-10","Mavs extend home winning streak to 10","DAL","101","11","14","0","0","ORL","76","15","12","0","0"
"380",21800398,"Pepsi Center","15278","2","09","12-10","Jokic: 27 points, 12 assists, 6 assists","DEN","105","9","18","1","0","MEM","99","11","15","0","1"
"381",21800399,"Talking Stick Resort Arena","12088","2","37","12-10","Harris: 33 points, 8 rebounds","PHX","119","23","4","1","0","LAC","123","9","17","0","1"
"382",21800400,"ORACLE Arena","19596","2","12","12-10","Curry: 38 points, 7 rebounds, 6 assists","GSW","116","9","19","0","1","MIN","108","14","13","1","0"
"383",21800401,"Staples Center","18997","2","09","12-10","LeBron: 28 points, 12 assists, 9 rebounds","LAL","108","10","17","0","1","MIA","105","15","11","1","0"
"384",21800402,"Toyota Center","18055","2","08","12-11","Harden: 29 pts; Seven Rockets in double-digits","HOU","111","14","12","1","0","POR","104","12","15","0","1"
"385",21800403,"AT&T Center","17676","2","01","12-11","Popovich: 1,211th win (fourth all-time)","SAS","111","14","14","1","1","PHX","86","24","4","1","1"
"386",21800404,"Staples Center","17812","2","00","12-11","Ibaka: 25 pts, 9 reb; Lowry: 21 pts, 7 ast","LAC","99","10","17","0","0","TOR","123","7","22","0","0"
"387",21800405,"Spectrum Center","13997","2","24","12-12","Lamb: Game-winning jumper with 0.3 left","CHA","108","13","14","0","1","DET","107","13","13","1","0"
"388",21800406,"Quicken Loans Arena","19432","2","10","12-12","Clarkson: 28 pts; Hood: 23 pts","CLE","113","21","7","0","0","NYK","106","21","8","0","0"
"389",21800407,"Bankers Life Fieldhouse","17070","2","06","12-12","Young: 25 pts, 11 reb; Oladipo: 12 pts, 10 reb","IND","113","10","18","1","0","MIL","97","9","18","0","1"
"390",21800408,"Wells Fargo Center","20376","2","25","12-12","Dinwiddie: 39 pts (career high); Embiid: 33 pts","PHI","124","10","19","1","1","BKN","127","18","11","1","1"
"391",21800409,"Capital One Arena","20409","2","31","12-12","Irving: 37 pts (12 in overtime)","WAS","125","17","11","0","0","BOS","130","10","17","0","0"
"392",21800410,"FedExForum","0","2","08","12-12","Conley: 23 pts; McCollum: 40 pts","MEM","92","11","16","0","0","POR","83","13","15","0","0"
"393",21800411,"Smoothie King Center","14450","2","29","12-12","Davis: 44 pts (season high), 18 rebounds","NOP","118","15","15","1","0","OKC","114","9","17","0","1"
"394",21800412,"American Airlines Center","19643","2","19","12-12","Doncic: 24 pts, 10 reb; Young: 24 pts, 10 ast","DAL","114","11","15","1","0","ATL","107","21","6","0","1"
"395",21800413,"Vivint Smart Home Arena","18306","2","04","12-12","Mitchell: 21 pts; Jazz led by as many as 42","UTA","111","15","14","1","0","MIA","84","16","11","0","1"
"396",21800414,"Golden 1 Center","15770","2","22","12-12","Kings: 58.1 pct. FG (19-for-38 3FG)","SAC","141","12","15","0","1","MIN","130","15","13","1","0"
"397",21800415,"ORACLE Arena","19596","2","08","12-12","Lowry: 23 pts, 12 ast; Ibaka: 20 pts, 12 reb","GSW","93","10","19","1","0","TOR","113","7","23","0","1"
"398",21800416,"Toyota Center","18055","2","21","12-13","Harden: 50 points, 10 rebounds, 11 assists","HOU","126","14","13","0","1","LAL","111","11","17","1","0"
"399",21800417,"AT&T Center","18354","2","09","12-13","Spurs: Largest margin of victory this season","SAS","125","14","15","1","0","LAC","87","11","17","0","1"
"400",21800418,"Arena Ciudad de Mexico","20201","2","16","12-13","Vucevic: 26 points, 10 rebounds","ORL","97","15","13","0","0","CHI","91","23","6","0","0"
"401",21800419,"Talking Stick Resort Arena","13265","2","18","12-13","Suns snap 10-game losing streak","PHX","99","24","5","0","1","DAL","89","12","15","1","0"
"402",21800420,"TD Garden","18624","2","10","12-14","Celtics win eighth straight","BOS","129","10","18","0","1","ATL","108","22","6","1","0"
"403",21800421,"Spectrum Center","17622","2","25","12-14","Knicks rally from 16-point deficit in fourth","CHA","124","14","14","0","1","NYK","126","21","9","1","0"
"404",21800422,"Barclays Center","13232","2","08","12-14","Dinwiddie: 27 points in 31 minutes off bench","BKN","125","18","12","1","1","WAS","118","18","11","1","1"
"405",21800423,"Quicken Loans Arena","19432","2","16","12-14","Giannis: 44 points, 14 rebounds, 7 assists","CLE","102","22","7","1","0","MIL","114","9","19","0","1"
"406",21800424,"Wells Fargo Center","20337","2","24","12-14","Young: 26 points, 10 rebounds","PHI","101","11","19","0","1","IND","113","10","19","1","0"
"407",21800425,"FedExForum","16313","2","17","12-14","Heat improve to 3-2 on six-game road trip","MEM","97","12","16","0","0","MIA","100","16","12","0","0"
"408",21800426,"Pepsi Center","19520","2","22","12-14","Jokic: 24 points, 15 rebounds, 9 assists","DEN","109","9","19","0","1","OKC","98","10","17","1","0"
"409",21800427,"Moda Center","19458","2","13","12-14","Lillard: 24 pts (8-10 FGs) / Leonard: 28 pts","POR","128","13","16","0","0","TOR","122","8","23","0","0"
"410",21800428,"Golden 1 Center","17583","2","17","12-14","Warriors outscore Kings 17-2 over final 3:03","SAC","125","13","15","1","0","GSW","130","10","20","0","1"
"411",21800429,"Arena Ciudad de Mexico","20011","2","13","12-15","Vucevic: 15 points, 19 rebounds, 5 assists","ORL","96","15","14","0","0","UTA","89","16","14","0","0"
"412",21800430,"Spectrum Center","19641","2","03","12-15","LeBron: 24p, 12r, 11a / Ball: 16p, 10r, 10a","CHA","100","15","14","0","0","LAL","128","11","18","0","0"
"413",21800431,"Little Caesars Arena","17078","2","20","12-15","Griffin: 27 pts / Drummond: 19 pts, 20 reb","DET","113","13","14","2","0","BOS","104","11","18","0","2"
"414",21800432,"FedExForum","16777","2","06","12-15","Harden: 32 points, 12 rebounds, 10 assists","MEM","97","13","16","0","0","HOU","105","14","14","0","0"
"415",21800433,"AT&T Center","18354","2","15","12-15","Bulls rally from 21-point deficit in 2nd half","SAS","93","15","15","0","1","CHI","98","23","7","1","0"
"416",21800434,"Chesapeake Energy Arena","18203","2","17","12-15","George: 33 points, 7 rebounds, 6 assists","OKC","110","10","18","1","1","LAC","104","12","17","1","1"
"417",21800435,"Talking Stick Resort Arena","14244","2","13","12-15","Booker: 28 points, 7 rebounds, 7 assists","PHX","107","24","6","0","0","MIN","99","16","13","0","0"
"418",21800436,"Barclays Center","13955","2","12","12-16","Eight Nets score in double-digits","BKN","144","18","13","0","0","ATL","127","23","6","0","0"
"419",21800437,"Quicken Loans Arena","19432","2","05","12-16","Simmons: 22 points, 11 rebounds, 14 assists","CLE","105","23","7","0","1","PHI","128","11","20","1","0"
"420",21800438,"Bankers Life Fieldhouse","16646","2","10","12-16","Oladipo: 26 pts, 8 reb, 7 ast, 5 stl","IND","110","10","20","0","1","NYK","99","22","9","1","0"
"421",21800439,"Capital One Arena","20409","2","04","12-16","Wall: 40 points, 14 assists, 6 rebounds","WAS","128","18","12","0","0","LAL","110","12","18","0","0"
"422",21800440,"American Airlines Center","19935","2","15","12-16","Fox/Hield: 56 points (23-42 FG)","DAL","113","13","15","0","0","SAC","120","13","16","0","0"
"423",21800441,"Smoothie King Center","15535","2","15","12-16","Whiteside: 17 points, 12 rebounds, 3 blocks","NOP","96","16","15","1","0","MIA","102","16","13","0","1"
"424",21800442,"Pepsi Center","19520","2","10","12-16","Jokic: 26 point, 9 rebounds, 4 assists","DEN","95","9","20","0","1","TOR","86","9","23","1","0"
"425",21800443,"Little Caesars Arena","15051","2","11","12-17","Giannis: 32 points, 12 rebounds, 5 assists","DET","104","14","14","1","0","MIL","107","9","20","0","1"
"426",21800444,"Madison Square Garden","18437","2","09","12-17","Booker: 38 points; Ayton: 21 pts, 13 reb","NYK","110","23","9","0","0","PHX","128","24","7","0","0"
"427",21800445,"Toyota Center","18055","2","18","12-17","Harden: 47 points (14-31 FG, 15-16 FT)","HOU","102","14","15","2","0","UTA","97","17","14","0","2"
"428",21800446,"Target Center","12417","2","10","12-17","MIN: Nine players score in double-digits","MIN","132","16","14","2","0","SAC","105","14","16","0","2"
"429",21800447,"Chesapeake Energy Arena","18203","2","22","12-17","Westbrook: 13 points, 16 rebounds, 11 assists","OKC","121","10","19","1","0","CHI","96","24","7","0","1"
"430",21800448,"AT&T Center","17486","2","03","12-17","Aldridge: 20 pts, 10 reb; Gay: 21 pts, 6 reb","SAS","123","15","16","0","0","PHI","96","12","20","0","0"
"431",21800449,"ORACLE Arena","19596","2","01","12-17","Curry: Fifth GSW player with 15,000 points","GSW","110","10","21","0","1","MEM","93","14","16","1","0"
"432",21800450,"Staples Center","16030","2","25","12-17","Lillard: 39 points; Harris: 39 pts, 11 reb","LAC","127","13","17","1","1","POR","131","13","17","1","1"
"433",21800451,"Bankers Life Fieldhouse","15630","2","03","12-18","Nance Jr. tips in game-winner at buzzer","IND","91","11","20","0","1","CLE","92","23","8","1","0"
"434",21800452,"State Farm Arena","16489","2","30","12-18","Collins: 20 points, 13 rebounds","ATL","118","23","7","1","0","WAS","110","19","12","0","1"
"435",21800453,"Barclays Center","17732","2","15","12-18","Russell: 22 points, 13 assists","BKN","115","18","14","0","0","LAL","110","13","18","0","0"
"436",21800454,"Pepsi Center","15764","2","18","12-18","Jokic: 32 pts 16 reb; Murray: 22 pts, 15 ast","DEN","126","9","21","0","0","DAL","118","14","15","0","0"
"437",21800455,"Spectrum Center","15179","1","59","12-19","Walker: 30 points, 6 assists","CHA","110","15","15","1","1","CLE","99","24","8","1","1"
"438",21800456,"Amway Center","17138","1","58","12-19","Spurs shoot 64.9 percent from field","ORL","90","16","14","0","1","SAS","129","15","17","1","0"
"439",21800457,"Wells Fargo Center","20424","2","09","12-19","Simmons: 13 points, 11 rebounds, 10 assists","PHI","131","12","21","0","1","NYK","109","24","9","1","0"
"440",21800458,"TD Garden","18624","2","06","12-19","Ayton: 23 points, 18 rebounds","BOS","103","12","18","0","1","PHX","111","24","8","1","0"
"441",21800459,"Scotiabank Arena","19800","2","16","12-19","Raptors rally from 17-point deficit","TOR","99","9","24","0","0","IND","96","12","20","0","0"
"442",21800460,"United Center","18065","2","08","12-19","Nets' win streak at 7, longest since 2013","CHI","93","25","7","0","0","BKN","96","18","15","0","0"
"443",21800461,"Toyota Center","18055","2","03","12-19","Rockets set NBA record with 26 3-pointers","HOU","136","14","16","1","0","WAS","118","20","12","0","1"
"444",21800462,"Fiserv Forum","17341","2","10","12-19","Giannis: 25 points, 8 rebounds, 8 assists","MIL","123","9","21","0","0","NOP","115","17","15","0","0"
"445",21800463,"Target Center","15883","2","45","12-19","Bullock: Career-high 33 points","MIN","123","17","14","0","0","DET","129","14","15","0","0"
"446",21800464,"Vivint Smart Home Arena","18306","2","12","12-19","Gobert: 17 points, 15 rebounds","UTA","108","17","15","1","0","GSW","103","11","21","0","1"
"447",21800465,"Moda Center","19412","2","06","12-19"," Lillard: 15 of 24 points in third quarter","POR","99","13","18","1","0","MEM","92","15","16","0","1"
"448",21800466,"Golden 1 Center","17583","2","09","12-19","George: 43 points, 12 assists","SAC","113","15","16","0","2","OKC","132","10","20","2","0"
"449",21800467,"AmericanAirlines Arena","19600","2","25","12-20","Heat: First 3-game win streak this season","MIA","101","16","14","0","0","HOU","99","15","16","0","0"
"450",21800468,"Staples Center","17528","2","27","12-20","Gallinari: 32 points (Clippers career high)","LAC","125","13","18","1","0","DAL","121","15","15","0","1"
"451",21800469,"Spectrum Center","15812","2","15","12-21","Williams: 24 points / Walker: 22 points","CHA","98","15","16","0","2","DET","86","15","15","2","0"
"452",21800470,"Scotiabank Arena","19800","2","13","12-21","Leonard: 37 points (12-16 FGs)","TOR","126","9","25","0","2","CLE","110","25","8","2","0"
"453",21800471,"Barclays Center","13302","2","15","12-21","Pacers finish game on 14-3 run","BKN","106","19","15","1","0","IND","114","12","21","0","1"
"454",21800472,"Madison Square Garden","19080","2","14","12-21","Collins: 17 pts, 16 reb / Mudiay: 32 points","NYK","107","25","9","0","2","ATL","114","23","8","2","0"
"455",21800473,"TD Garden","18624","2","18","12-21","Giannis: 30 points, 8 rebounds, 5 assists","BOS","107","13","18","0","1","MIL","120","9","22","1","0"
"456",21800474,"United Center","20436","2","11","12-21","Markkanen: 32 points / Vucevic: 19 pts, 19 reb","CHI","90","25","8","1","0","ORL","80","17","14","0","1"
"457",21800475,"AT&T Center","17708","2","07","12-21","Spurs' past five wins all by 25-plus points","SAS","124","15","18","1","1","MIN","98","18","14","1","1"
"458",21800476,"Moda Center","19127","2","01","12-21","Blazers suffer worst home loss since Dec. 04","POR","90","14","18","0","0","UTA","120","17","16","0","0"
"459",21800477,"Golden 1 Center","16369","2","15","12-21","Kings outscore Grizzlies by 12 over final 5:57","SAC","102","15","17","1","1","MEM","99","16","16","1","1"
"460",21800478,"Staples Center","18997","2","21","12-21","LeBron: 22p, 12r, 14a / Davis: 30 pts, 20 reb","LAL","112","13","19","0","0","NOP","104","18","15","0","0"
"461",21800479,"Staples Center","16571","2","07","12-22","Jokic ejected in third quarter","LAC","132","13","19","1","0","DEN","111","10","21","0","1"
"462",21800480,"Capital One Arena","16571","3","04","12-22","Beal: 40 pts, 15 ast, 11 reb; Bryant 14-14 FG","WAS","149","20","13","0","0","PHX","146","25","8","0","0"
"463",21800481,"Wells Fargo Center","20691","2","13","12-22","Simmons: 26 points, 12 rebounds, 8 assists","PHI","126","12","22","2","0","TOR","101","10","25","0","2"
"464",21800482,"AmericanAirlines Arena","19600","2","09","12-22","Bucks: 9-43 from 3-point range","MIA","94","16","15","0","0","MIL","87","10","22","0","0"
"465",21800483,"Toyota Center","18055","2","01","12-22","Harden: 39 points, 10 assists","HOU","108","15","17","1","1","SAS","101","16","18","1","1"
"466",21800484,"ORACLE Arena","19596","2","12","12-22","Durant: 29 points, 12 rebounds, 8 assists","GSW","120","11","22","1","0","DAL","116","16","15","0","1"
"467",21800485,"Vivint Smart Home Arena","18306","2","11","12-22","George: 43 pts, 14 reb, 6 ast, 5 stl","UTA","106","18","16","1","0","OKC","107","10","21","0","1"
"468",21800486,"Little Caesars Arena","16532","2","23","12-23","Carter: 18 points, 7 rebounds","DET","95","16","15","0","1","ATL","98","23","9","1","0"
